Sequence_category,model,score
decoy,AB-LSTM,2.886016607284546
decoy,AB-LSTM,2.431089401245117
decoy,AB-LSTM,2.826570987701416
decoy,AB-LSTM,2.5973286628723145
decoy,AB-LSTM,2.728266954421997
decoy,AB-LSTM,2.6611478328704834
decoy,AB-LSTM,2.640441656112671
decoy,AB-LSTM,2.8750529289245605
decoy,AB-LSTM,2.1769144535064697
decoy,AB-LSTM,2.549203872680664
decoy,AB-LSTM,2.526965379714966
decoy,AB-LSTM,2.7166168689727783
decoy,AB-LSTM,2.7963268756866455
decoy,AB-LSTM,2.627376079559326
decoy,AB-LSTM,2.552156925201416
decoy,AB-LSTM,2.6793270111083984
decoy,AB-LSTM,2.509211778640747
decoy,AB-LSTM,2.7340567111968994
decoy,AB-LSTM,2.453916072845459
decoy,AB-LSTM,3.0237300395965576
decoy,AB-LSTM,2.623396873474121
decoy,AB-LSTM,2.8588058948516846
decoy,AB-LSTM,2.6708810329437256
decoy,AB-LSTM,2.5178658962249756
decoy,AB-LSTM,2.2032577991485596
decoy,AB-LSTM,3.451017141342163
decoy,AB-LSTM,3.1687426567077637
decoy,AB-LSTM,2.561549663543701
decoy,AB-LSTM,3.1687560081481934
decoy,AB-LSTM,2.5886740684509277
decoy,AB-LSTM,2.4147489070892334
decoy,AB-LSTM,2.6729342937469482
decoy,AB-LSTM,3.072305202484131
decoy,AB-LSTM,2.7297093868255615
decoy,AB-LSTM,3.290825843811035
decoy,AB-LSTM,2.5135326385498047
decoy,AB-LSTM,2.7626965045928955
decoy,AB-LSTM,2.6771042346954346
decoy,AB-LSTM,2.479370355606079
decoy,AB-LSTM,2.8134682178497314
decoy,AB-LSTM,2.789365530014038
decoy,AB-LSTM,2.5133285522460938
decoy,AB-LSTM,2.884107828140259
decoy,AB-LSTM,2.859976053237915
decoy,AB-LSTM,2.5272624492645264
decoy,AB-LSTM,2.6973342895507812
decoy,AB-LSTM,3.4749817848205566
decoy,AB-LSTM,2.9028334617614746
decoy,AB-LSTM,2.6074202060699463
decoy,AB-LSTM,2.541961431503296
decoy,AB-LSTM,2.82352876663208
decoy,AB-LSTM,2.8450238704681396
decoy,AB-LSTM,2.8489975929260254
decoy,AB-LSTM,2.9213600158691406
decoy,AB-LSTM,3.042034387588501
decoy,AB-LSTM,3.215322256088257
decoy,AB-LSTM,2.5112574100494385
decoy,AB-LSTM,3.1097633838653564
decoy,AB-LSTM,2.609714984893799
decoy,AB-LSTM,2.693758249282837
decoy,AB-LSTM,3.129363775253296
decoy,AB-LSTM,3.0061161518096924
decoy,AB-LSTM,2.639425754547119
decoy,AB-LSTM,2.7968099117279053
decoy,AB-LSTM,3.19242787361145
decoy,AB-LSTM,3.336484432220459
decoy,AB-LSTM,2.979398727416992
decoy,AB-LSTM,3.18060302734375
decoy,AB-LSTM,2.5705583095550537
decoy,AB-LSTM,2.926372528076172
decoy,AB-LSTM,2.732221841812134
decoy,AB-LSTM,2.5087387561798096
decoy,AB-LSTM,2.8757832050323486
decoy,AB-LSTM,2.4859983921051025
decoy,AB-LSTM,2.5254204273223877
decoy,AB-LSTM,2.6888468265533447
decoy,AB-LSTM,2.997406005859375
decoy,AB-LSTM,2.9531707763671875
decoy,AB-LSTM,2.8300862312316895
decoy,AB-LSTM,3.4746901988983154
decoy,AB-LSTM,2.589176654815674
decoy,AB-LSTM,2.6705172061920166
decoy,AB-LSTM,2.690897226333618
decoy,AB-LSTM,2.8771936893463135
decoy,AB-LSTM,2.5668962001800537
decoy,AB-LSTM,3.155550718307495
decoy,AB-LSTM,2.798200845718384
decoy,AB-LSTM,2.5320656299591064
decoy,AB-LSTM,2.997145414352417
decoy,AB-LSTM,2.729975461959839
decoy,AB-LSTM,2.7803096771240234
decoy,AB-LSTM,2.419198989868164
decoy,AB-LSTM,2.8109281063079834
decoy,AB-LSTM,2.7361340522766113
decoy,AB-LSTM,2.986525058746338
decoy,AB-LSTM,3.100294351577759
decoy,AB-LSTM,3.275014638900757
decoy,AB-LSTM,3.267533779144287
decoy,AB-LSTM,2.8676605224609375
decoy,AB-LSTM,2.3244857788085938
decoy,AB-LSTM,3.098917245864868
decoy,AB-LSTM,2.611051082611084
decoy,AB-LSTM,2.804070234298706
decoy,AB-LSTM,3.110828161239624
decoy,AB-LSTM,2.8843202590942383
decoy,AB-LSTM,2.886855125427246
decoy,AB-LSTM,2.8186161518096924
decoy,AB-LSTM,2.3649933338165283
decoy,AB-LSTM,2.6094324588775635
decoy,AB-LSTM,2.848583221435547
decoy,AB-LSTM,2.7178614139556885
decoy,AB-LSTM,2.674191951751709
decoy,AB-LSTM,2.6705782413482666
decoy,AB-LSTM,2.7460334300994873
decoy,AB-LSTM,2.68977427482605
decoy,AB-LSTM,2.6390223503112793
decoy,AB-LSTM,2.859442710876465
decoy,AB-LSTM,2.592052459716797
decoy,AB-LSTM,2.4789721965789795
decoy,AB-LSTM,3.217658281326294
decoy,AB-LSTM,3.104433059692383
decoy,AB-LSTM,2.64909291267395
decoy,AB-LSTM,2.8012309074401855
decoy,AB-LSTM,2.1476845741271973
decoy,AB-LSTM,3.191575050354004
decoy,AB-LSTM,2.6860814094543457
decoy,AB-LSTM,2.3811404705047607
decoy,AB-LSTM,2.7990925312042236
decoy,AB-LSTM,2.962167739868164
decoy,AB-LSTM,3.0180301666259766
decoy,AB-LSTM,3.3412013053894043
decoy,AB-LSTM,2.8976569175720215
decoy,AB-LSTM,2.676586866378784
decoy,AB-LSTM,2.9613142013549805
decoy,AB-LSTM,2.7985990047454834
decoy,AB-LSTM,3.1433157920837402
decoy,AB-LSTM,2.515363931655884
decoy,AB-LSTM,2.4868648052215576
decoy,AB-LSTM,3.459766149520874
decoy,AB-LSTM,3.0916318893432617
decoy,AB-LSTM,3.0499632358551025
decoy,AB-LSTM,2.5384633541107178
decoy,AB-LSTM,3.048402786254883
decoy,AB-LSTM,3.1860668659210205
decoy,AB-LSTM,2.5292351245880127
decoy,AB-LSTM,2.5020413398742676
decoy,AB-LSTM,3.103067398071289
decoy,AB-LSTM,2.871101140975952
decoy,AB-LSTM,2.7294328212738037
decoy,AB-LSTM,2.5261244773864746
decoy,AB-LSTM,3.002791404724121
decoy,AB-LSTM,2.5822901725769043
decoy,AB-LSTM,2.6310086250305176
decoy,AB-LSTM,2.4291722774505615
decoy,AB-LSTM,2.748542547225952
decoy,AB-LSTM,3.4730653762817383
decoy,AB-LSTM,2.6357970237731934
decoy,AB-LSTM,3.020728349685669
decoy,AB-LSTM,2.533269166946411
decoy,AB-LSTM,2.5955417156219482
decoy,AB-LSTM,2.4812750816345215
decoy,AB-LSTM,2.792462110519409
decoy,AB-LSTM,2.6623129844665527
decoy,AB-LSTM,2.5926122665405273
decoy,AB-LSTM,3.3165171146392822
decoy,AB-LSTM,2.424967050552368
decoy,AB-LSTM,2.608065366744995
decoy,AB-LSTM,2.742483139038086
decoy,AB-LSTM,3.2046775817871094
decoy,AB-LSTM,2.9988043308258057
decoy,AB-LSTM,2.9475581645965576
decoy,AB-LSTM,2.505567789077759
decoy,AB-LSTM,2.9279050827026367
decoy,AB-LSTM,3.5783004760742188
decoy,AB-LSTM,2.4898548126220703
decoy,AB-LSTM,2.4822540283203125
decoy,AB-LSTM,3.1667990684509277
decoy,AB-LSTM,2.609178066253662
decoy,AB-LSTM,2.9565248489379883
decoy,AB-LSTM,2.6529126167297363
decoy,AB-LSTM,2.681795358657837
decoy,AB-LSTM,2.502681016921997
decoy,AB-LSTM,2.6994571685791016
decoy,AB-LSTM,2.8608245849609375
decoy,AB-LSTM,2.8156683444976807
decoy,AB-LSTM,2.383716583251953
decoy,AB-LSTM,2.8256995677948
decoy,AB-LSTM,2.6067512035369873
decoy,AB-LSTM,3.2228617668151855
decoy,AB-LSTM,2.845517158508301
decoy,AB-LSTM,3.5534286499023438
decoy,AB-LSTM,3.320183515548706
decoy,AB-LSTM,3.046508550643921
decoy,AB-LSTM,2.7206501960754395
decoy,AB-LSTM,2.853292226791382
decoy,AB-LSTM,2.905256748199463
decoy,AB-LSTM,2.2148876190185547
decoy,AB-LSTM,2.9223246574401855
decoy,AB-LSTM,2.627023935317993
decoy,AB-LSTM,2.8642642498016357
decoy,AB-LSTM,2.8532655239105225
decoy,AB-LSTM,2.641552686691284
decoy,AB-LSTM,2.4973204135894775
decoy,AB-LSTM,2.468705654144287
decoy,AB-LSTM,3.1216635704040527
decoy,AB-LSTM,2.5493600368499756
decoy,AB-LSTM,3.0905184745788574
decoy,AB-LSTM,2.409642457962036
decoy,AB-LSTM,2.567674160003662
decoy,AB-LSTM,2.531357765197754
decoy,AB-LSTM,2.763502597808838
decoy,AB-LSTM,2.5683023929595947
decoy,AB-LSTM,2.6781420707702637
decoy,AB-LSTM,3.328242778778076
decoy,AB-LSTM,2.4684269428253174
decoy,AB-LSTM,2.7397541999816895
decoy,AB-LSTM,2.029221296310425
decoy,AB-LSTM,3.0442821979522705
decoy,AB-LSTM,2.4979307651519775
decoy,AB-LSTM,2.5904343128204346
decoy,AB-LSTM,3.041501760482788
decoy,AB-LSTM,2.60078501701355
decoy,AB-LSTM,2.4849541187286377
decoy,AB-LSTM,2.5464704036712646
decoy,AB-LSTM,2.572408437728882
decoy,AB-LSTM,3.0408527851104736
decoy,AB-LSTM,2.6169862747192383
decoy,AB-LSTM,2.490612506866455
decoy,AB-LSTM,2.8472647666931152
decoy,AB-LSTM,2.6300737857818604
decoy,AB-LSTM,2.8213791847229004
decoy,AB-LSTM,2.7262494564056396
decoy,AB-LSTM,3.360496759414673
decoy,AB-LSTM,2.7235209941864014
decoy,AB-LSTM,2.871952772140503
decoy,AB-LSTM,2.5841476917266846
decoy,AB-LSTM,2.540924549102783
decoy,AB-LSTM,3.110584259033203
decoy,AB-LSTM,2.510291337966919
decoy,AB-LSTM,2.428668737411499
decoy,AB-LSTM,2.874321460723877
decoy,AB-LSTM,3.301623582839966
decoy,AB-LSTM,2.688804864883423
decoy,AB-LSTM,2.72090482711792
decoy,AB-LSTM,2.4922401905059814
decoy,AB-LSTM,2.9313697814941406
decoy,AB-LSTM,2.4843173027038574
decoy,AB-LSTM,2.917144298553467
decoy,AB-LSTM,2.8096303939819336
decoy,AB-LSTM,2.944521427154541
decoy,AB-LSTM,2.7441046237945557
decoy,AB-LSTM,2.309847593307495
decoy,AB-LSTM,2.461996078491211
decoy,AB-LSTM,2.6522088050842285
decoy,AB-LSTM,2.3762550354003906
decoy,AB-LSTM,3.4094185829162598
decoy,AB-LSTM,2.6739342212677
decoy,AB-LSTM,3.1161606311798096
decoy,AB-LSTM,2.498966693878174
decoy,AB-LSTM,3.447840690612793
decoy,AB-LSTM,2.7692055702209473
decoy,AB-LSTM,3.227599859237671
decoy,AB-LSTM,2.8247623443603516
decoy,AB-LSTM,3.2171459197998047
decoy,AB-LSTM,2.656670331954956
decoy,AB-LSTM,2.4984753131866455
decoy,AB-LSTM,3.2871921062469482
decoy,AB-LSTM,2.551511764526367
decoy,AB-LSTM,2.5767478942871094
decoy,AB-LSTM,2.448845386505127
decoy,AB-LSTM,2.6199839115142822
decoy,AB-LSTM,2.806142568588257
decoy,AB-LSTM,3.5252301692962646
decoy,AB-LSTM,2.7263214588165283
decoy,AB-LSTM,2.840463876724243
decoy,AB-LSTM,2.5719714164733887
decoy,AB-LSTM,2.8481061458587646
decoy,AB-LSTM,2.7097220420837402
decoy,AB-LSTM,2.8760435581207275
decoy,AB-LSTM,2.680976152420044
decoy,AB-LSTM,2.4424521923065186
decoy,AB-LSTM,2.8092243671417236
decoy,AB-LSTM,2.787334442138672
decoy,AB-LSTM,2.4033548831939697
decoy,AB-LSTM,2.686877727508545
decoy,AB-LSTM,2.5445001125335693
decoy,AB-LSTM,2.8056771755218506
decoy,AB-LSTM,2.4771058559417725
decoy,AB-LSTM,2.9322659969329834
decoy,AB-LSTM,2.837559223175049
decoy,AB-LSTM,2.4950482845306396
decoy,AB-LSTM,2.7871649265289307
decoy,AB-LSTM,3.233522891998291
decoy,AB-LSTM,2.7360639572143555
decoy,AB-LSTM,3.528333902359009
decoy,AB-LSTM,2.895737886428833
decoy,AB-LSTM,2.727531909942627
decoy,AB-LSTM,2.576416254043579
decoy,AB-LSTM,2.870579242706299
decoy,AB-LSTM,2.576395273208618
decoy,AB-LSTM,2.6580002307891846
decoy,AB-LSTM,2.9350922107696533
decoy,AB-LSTM,2.8905117511749268
decoy,AB-LSTM,2.633578300476074
decoy,AB-LSTM,3.1719868183135986
decoy,AB-LSTM,2.911748170852661
decoy,AB-LSTM,3.299910545349121
decoy,AB-LSTM,3.2225077152252197
decoy,AB-LSTM,2.2316648960113525
decoy,AB-LSTM,2.7666196823120117
decoy,AB-LSTM,2.7418670654296875
decoy,AB-LSTM,3.0531704425811768
decoy,AB-LSTM,3.0014617443084717
decoy,AB-LSTM,3.3396079540252686
decoy,AB-LSTM,2.940175771713257
decoy,AB-LSTM,2.6624557971954346
decoy,AB-LSTM,3.1115822792053223
decoy,AB-LSTM,3.112802505493164
decoy,AB-LSTM,2.291965961456299
decoy,AB-LSTM,2.58945894241333
decoy,AB-LSTM,2.7956695556640625
decoy,AB-LSTM,2.8172569274902344
decoy,AB-LSTM,2.2864174842834473
decoy,AB-LSTM,2.5709052085876465
decoy,AB-LSTM,2.783282518386841
decoy,AB-LSTM,3.0674755573272705
decoy,AB-LSTM,2.651334285736084
decoy,AB-LSTM,2.762402057647705
decoy,AB-LSTM,2.5354597568511963
decoy,AB-LSTM,2.8838820457458496
decoy,AB-LSTM,2.9823787212371826
decoy,AB-LSTM,1.950514554977417
decoy,AB-LSTM,2.5583183765411377
decoy,AB-LSTM,2.917114496231079
decoy,AB-LSTM,3.1784708499908447
decoy,AB-LSTM,2.8560402393341064
decoy,AB-LSTM,2.7496531009674072
decoy,AB-LSTM,2.6957881450653076
decoy,AB-LSTM,2.506443977355957
decoy,AB-LSTM,2.9194726943969727
decoy,AB-LSTM,3.3097658157348633
decoy,AB-LSTM,2.606257438659668
decoy,AB-LSTM,2.703441619873047
decoy,AB-LSTM,2.630262851715088
decoy,AB-LSTM,2.9457223415374756
decoy,AB-LSTM,2.8130502700805664
decoy,AB-LSTM,3.0847811698913574
decoy,AB-LSTM,2.63474440574646
decoy,AB-LSTM,2.9784271717071533
decoy,AB-LSTM,2.631603240966797
decoy,AB-LSTM,3.193084716796875
decoy,AB-LSTM,2.777092933654785
decoy,AB-LSTM,2.8374927043914795
decoy,AB-LSTM,2.907292604446411
decoy,AB-LSTM,2.4298596382141113
decoy,AB-LSTM,2.9464755058288574
decoy,AB-LSTM,3.463575839996338
decoy,AB-LSTM,2.556610584259033
decoy,AB-LSTM,2.578624963760376
decoy,AB-LSTM,2.3229963779449463
decoy,AB-LSTM,2.7468552589416504
decoy,AB-LSTM,2.5156333446502686
decoy,AB-LSTM,2.7374179363250732
decoy,AB-LSTM,2.607902765274048
decoy,AB-LSTM,2.5139222145080566
decoy,AB-LSTM,3.0877246856689453
decoy,AB-LSTM,3.0495381355285645
decoy,AB-LSTM,2.423703193664551
decoy,AB-LSTM,2.2537360191345215
decoy,AB-LSTM,2.4146811962127686
decoy,AB-LSTM,2.4741578102111816
decoy,AB-LSTM,3.046156644821167
decoy,AB-LSTM,3.300875186920166
decoy,AB-LSTM,2.4788670539855957
decoy,AB-LSTM,2.765882968902588
decoy,AB-LSTM,2.5022058486938477
decoy,AB-LSTM,2.9840712547302246
decoy,AB-LSTM,2.8787271976470947
decoy,AB-LSTM,3.0177018642425537
decoy,AB-LSTM,2.8516345024108887
decoy,AB-LSTM,3.2026333808898926
decoy,AB-LSTM,3.0143463611602783
decoy,AB-LSTM,2.773446798324585
decoy,AB-LSTM,2.7130560874938965
decoy,AB-LSTM,2.4985508918762207
decoy,AB-LSTM,2.746501922607422
decoy,AB-LSTM,3.2973344326019287
decoy,AB-LSTM,1.8083884716033936
decoy,AB-LSTM,2.5757172107696533
decoy,AB-LSTM,3.3747427463531494
decoy,AB-LSTM,2.9267005920410156
decoy,AB-LSTM,2.5584020614624023
decoy,AB-LSTM,3.0555129051208496
decoy,AB-LSTM,2.8988163471221924
decoy,AB-LSTM,3.0600228309631348
decoy,AB-LSTM,3.3579766750335693
decoy,AB-LSTM,2.3482627868652344
decoy,AB-LSTM,2.342585563659668
decoy,AB-LSTM,2.9322853088378906
decoy,AB-LSTM,2.4945359230041504
decoy,AB-LSTM,2.5135395526885986
decoy,AB-LSTM,2.8889355659484863
decoy,AB-LSTM,2.700103759765625
decoy,AB-LSTM,2.5310897827148438
decoy,AB-LSTM,2.904672622680664
decoy,AB-LSTM,2.596137046813965
decoy,AB-LSTM,3.0064146518707275
decoy,AB-LSTM,2.4697024822235107
decoy,AB-LSTM,2.90887451171875
decoy,AB-LSTM,2.4399776458740234
decoy,AB-LSTM,2.4715631008148193
decoy,AB-LSTM,2.450592279434204
decoy,AB-LSTM,2.4811997413635254
decoy,AB-LSTM,2.670381546020508
decoy,AB-LSTM,3.043428659439087
decoy,AB-LSTM,2.591561794281006
decoy,AB-LSTM,3.1666147708892822
decoy,AB-LSTM,2.53779935836792
decoy,AB-LSTM,2.7521133422851562
decoy,AB-LSTM,2.8806350231170654
decoy,AB-LSTM,2.8694214820861816
decoy,AB-LSTM,3.045633554458618
decoy,AB-LSTM,2.694516897201538
decoy,AB-LSTM,3.1074817180633545
decoy,AB-LSTM,2.7955565452575684
decoy,AB-LSTM,2.6256959438323975
decoy,AB-LSTM,2.9021520614624023
decoy,AB-LSTM,3.0929737091064453
decoy,AB-LSTM,3.1484718322753906
decoy,AB-LSTM,2.874621629714966
decoy,AB-LSTM,3.099963665008545
decoy,AB-LSTM,2.6232070922851562
decoy,AB-LSTM,2.8210973739624023
decoy,AB-LSTM,2.543787956237793
decoy,AB-LSTM,2.6659064292907715
decoy,AB-LSTM,3.016199827194214
decoy,AB-LSTM,3.0861432552337646
decoy,AB-LSTM,2.9205944538116455
decoy,AB-LSTM,2.97426438331604
decoy,AB-LSTM,2.947150468826294
decoy,AB-LSTM,2.476771116256714
decoy,AB-LSTM,2.718406915664673
decoy,AB-LSTM,3.005946397781372
decoy,AB-LSTM,2.687281370162964
decoy,AB-LSTM,2.9342002868652344
decoy,AB-LSTM,2.5781595706939697
decoy,AB-LSTM,3.285407781600952
decoy,AB-LSTM,2.792527914047241
decoy,AB-LSTM,2.5931689739227295
decoy,AB-LSTM,2.5218605995178223
decoy,AB-LSTM,2.7608814239501953
decoy,AB-LSTM,2.6088409423828125
decoy,AB-LSTM,2.541564464569092
decoy,AB-LSTM,2.460700511932373
decoy,AB-LSTM,2.718846559524536
decoy,AB-LSTM,2.512852668762207
decoy,AB-LSTM,3.1752915382385254
decoy,AB-LSTM,2.7317206859588623
decoy,AB-LSTM,2.7479910850524902
decoy,AB-LSTM,2.719266176223755
decoy,AB-LSTM,2.9424948692321777
decoy,AB-LSTM,2.5563642978668213
decoy,AB-LSTM,2.7170839309692383
decoy,AB-LSTM,2.693380117416382
decoy,AB-LSTM,3.238621473312378
decoy,AB-LSTM,2.914093494415283
decoy,AB-LSTM,2.422992706298828
decoy,AB-LSTM,2.7561421394348145
decoy,AB-LSTM,2.2552590370178223
decoy,AB-LSTM,1.8506145477294922
decoy,AB-LSTM,2.7459492683410645
decoy,AB-LSTM,3.286421537399292
decoy,AB-LSTM,2.2525548934936523
decoy,AB-LSTM,2.9856393337249756
decoy,AB-LSTM,2.6308016777038574
decoy,AB-LSTM,3.287614345550537
decoy,AB-LSTM,3.0678794384002686
decoy,AB-LSTM,2.6831767559051514
decoy,AB-LSTM,3.3143577575683594
decoy,AB-LSTM,2.861295223236084
decoy,AB-LSTM,2.7662322521209717
decoy,AB-LSTM,2.647045135498047
decoy,AB-LSTM,2.745556116104126
decoy,AB-LSTM,2.747653007507324
decoy,AB-LSTM,2.7266688346862793
decoy,AB-LSTM,3.2181549072265625
decoy,AB-LSTM,2.6762807369232178
decoy,AB-LSTM,2.300710678100586
decoy,AB-LSTM,2.1489713191986084
decoy,AB-LSTM,2.7422585487365723
decoy,AB-LSTM,2.534625768661499
decoy,AB-LSTM,2.870706081390381
decoy,AB-LSTM,2.5835304260253906
decoy,AB-LSTM,3.622161388397217
decoy,AB-LSTM,3.3932132720947266
decoy,AB-LSTM,2.957514524459839
decoy,AB-LSTM,2.5083627700805664
decoy,AB-LSTM,2.463247060775757
decoy,AB-LSTM,2.767672300338745
decoy,AB-LSTM,2.7219457626342773
decoy,AB-LSTM,2.602215528488159
decoy,AB-LSTM,2.707953929901123
decoy,AB-LSTM,2.839885950088501
decoy,AB-LSTM,2.9727957248687744
decoy,AB-LSTM,2.5394668579101562
decoy,AB-LSTM,2.5106992721557617
decoy,AB-LSTM,2.1614091396331787
decoy,AB-LSTM,2.8835999965667725
decoy,AB-LSTM,2.940363883972168
decoy,AB-LSTM,2.4807286262512207
decoy,AB-LSTM,2.982325315475464
decoy,AB-LSTM,3.2631564140319824
decoy,AB-LSTM,2.8177390098571777
decoy,AB-LSTM,2.55014967918396
decoy,AB-LSTM,2.7885029315948486
decoy,AB-LSTM,2.8896420001983643
decoy,AB-LSTM,2.7481510639190674
decoy,AB-LSTM,2.827500343322754
decoy,AB-LSTM,2.9628050327301025
decoy,AB-LSTM,2.9082376956939697
decoy,AB-LSTM,2.7742249965667725
decoy,AB-LSTM,2.711421251296997
decoy,AB-LSTM,3.449714422225952
decoy,AB-LSTM,2.912424087524414
decoy,AB-LSTM,2.576230049133301
decoy,AB-LSTM,2.773428201675415
decoy,AB-LSTM,2.684041738510132
decoy,AB-LSTM,2.62196946144104
decoy,AB-LSTM,2.9515552520751953
decoy,AB-LSTM,2.9454147815704346
decoy,AB-LSTM,2.946324348449707
decoy,AB-LSTM,2.903717517852783
decoy,AB-LSTM,3.0185909271240234
decoy,AB-LSTM,2.756162643432617
decoy,AB-LSTM,2.3557071685791016
decoy,AB-LSTM,2.8057403564453125
decoy,AB-LSTM,2.7090377807617188
decoy,AB-LSTM,2.7147531509399414
decoy,AB-LSTM,2.587489604949951
decoy,AB-LSTM,2.7850892543792725
decoy,AB-LSTM,2.4774563312530518
decoy,AB-LSTM,2.7778749465942383
decoy,AB-LSTM,2.4039533138275146
decoy,AB-LSTM,2.806218147277832
decoy,AB-LSTM,2.6982765197753906
decoy,AB-LSTM,3.38663649559021
decoy,AB-LSTM,2.4128310680389404
decoy,AB-LSTM,3.2128844261169434
decoy,AB-LSTM,2.8530194759368896
decoy,AB-LSTM,2.82584810256958
decoy,AB-LSTM,3.06441330909729
decoy,AB-LSTM,3.0451972484588623
decoy,AB-LSTM,2.4654221534729004
decoy,AB-LSTM,2.932894229888916
decoy,AB-LSTM,2.9713666439056396
decoy,AB-LSTM,3.0725131034851074
decoy,AB-LSTM,2.576775074005127
decoy,AB-LSTM,2.630282402038574
decoy,AB-LSTM,3.2788150310516357
decoy,AB-LSTM,2.930455446243286
decoy,AB-LSTM,2.541567087173462
decoy,AB-LSTM,2.7088139057159424
decoy,AB-LSTM,2.8380062580108643
decoy,AB-LSTM,2.6204044818878174
decoy,AB-LSTM,2.702176332473755
decoy,AB-LSTM,3.0395946502685547
decoy,AB-LSTM,2.8036632537841797
decoy,AB-LSTM,3.0949597358703613
decoy,AB-LSTM,2.717628240585327
decoy,AB-LSTM,2.6494381427764893
decoy,AB-LSTM,2.8162763118743896
decoy,AB-LSTM,2.8480772972106934
decoy,AB-LSTM,2.767162799835205
decoy,AB-LSTM,2.5933618545532227
decoy,AB-LSTM,2.360684633255005
decoy,AB-LSTM,2.6018543243408203
decoy,AB-LSTM,2.9745965003967285
decoy,AB-LSTM,2.6929633617401123
decoy,AB-LSTM,2.764965534210205
decoy,AB-LSTM,2.7329204082489014
decoy,AB-LSTM,3.0796337127685547
decoy,AB-LSTM,2.759739398956299
decoy,AB-LSTM,2.7955739498138428
decoy,AB-LSTM,2.8208658695220947
decoy,AB-LSTM,2.6224188804626465
decoy,AB-LSTM,2.737635612487793
decoy,AB-LSTM,2.622335195541382
decoy,AB-LSTM,2.602959156036377
decoy,AB-LSTM,2.4658565521240234
decoy,AB-LSTM,3.1240153312683105
decoy,AB-LSTM,2.91035532951355
decoy,AB-LSTM,2.4990651607513428
decoy,AB-LSTM,2.754439115524292
decoy,AB-LSTM,3.0766639709472656
decoy,AB-LSTM,2.6719071865081787
decoy,AB-LSTM,2.7251052856445312
decoy,AB-LSTM,2.5630714893341064
decoy,AB-LSTM,2.727527379989624
decoy,AB-LSTM,3.420064687728882
decoy,AB-LSTM,2.6131591796875
decoy,AB-LSTM,2.6463332176208496
decoy,AB-LSTM,2.769076108932495
decoy,AB-LSTM,2.725802183151245
decoy,AB-LSTM,2.983264207839966
decoy,AB-LSTM,2.512331008911133
decoy,AB-LSTM,2.706134796142578
decoy,AB-LSTM,2.914768934249878
decoy,AB-LSTM,2.887726306915283
decoy,AB-LSTM,2.5555152893066406
decoy,AB-LSTM,2.6441755294799805
decoy,AB-LSTM,3.1100428104400635
decoy,AB-LSTM,2.760040044784546
decoy,AB-LSTM,3.5859639644622803
decoy,AB-LSTM,3.0586705207824707
decoy,AB-LSTM,2.6764605045318604
decoy,AB-LSTM,3.050795078277588
decoy,AB-LSTM,3.075531005859375
decoy,AB-LSTM,2.580860137939453
decoy,AB-LSTM,2.6180155277252197
decoy,AB-LSTM,3.0768465995788574
decoy,AB-LSTM,3.0603082180023193
decoy,AB-LSTM,2.367872476577759
decoy,AB-LSTM,3.5419089794158936
decoy,AB-LSTM,3.0019583702087402
decoy,AB-LSTM,3.236995220184326
decoy,AB-LSTM,2.8478639125823975
decoy,AB-LSTM,3.439600706100464
decoy,AB-LSTM,2.8549673557281494
decoy,AB-LSTM,2.703404426574707
decoy,AB-LSTM,2.544165849685669
decoy,AB-LSTM,3.0698094367980957
decoy,AB-LSTM,2.4274699687957764
decoy,AB-LSTM,2.938586473464966
decoy,AB-LSTM,3.051912784576416
decoy,AB-LSTM,2.8345816135406494
decoy,AB-LSTM,2.494344711303711
decoy,AB-LSTM,2.8511602878570557
decoy,AB-LSTM,2.7990286350250244
decoy,AB-LSTM,3.123500347137451
decoy,AB-LSTM,2.9591634273529053
decoy,AB-LSTM,2.8919777870178223
decoy,AB-LSTM,3.1635541915893555
decoy,AB-LSTM,3.2827863693237305
decoy,AB-LSTM,3.0894603729248047
decoy,AB-LSTM,2.929842233657837
decoy,AB-LSTM,3.370408535003662
decoy,AB-LSTM,2.9323325157165527
decoy,AB-LSTM,2.738114595413208
decoy,AB-LSTM,3.1276612281799316
decoy,AB-LSTM,3.0438268184661865
decoy,AB-LSTM,3.5604188442230225
decoy,AB-LSTM,2.8898587226867676
decoy,AB-LSTM,3.3999149799346924
decoy,AB-LSTM,3.2971508502960205
decoy,AB-LSTM,2.8463821411132812
decoy,AB-LSTM,2.461651563644409
decoy,AB-LSTM,2.6191201210021973
decoy,AB-LSTM,2.953174114227295
decoy,AB-LSTM,2.7489802837371826
decoy,AB-LSTM,2.7278923988342285
decoy,AB-LSTM,2.6005589962005615
decoy,AB-LSTM,2.660447359085083
decoy,AB-LSTM,2.8393118381500244
decoy,AB-LSTM,2.9426774978637695
decoy,AB-LSTM,2.6660232543945312
decoy,AB-LSTM,3.084651470184326
decoy,AB-LSTM,2.714125633239746
decoy,AB-LSTM,2.69330096244812
decoy,AB-LSTM,3.3425962924957275
decoy,AB-LSTM,2.720724582672119
decoy,AB-LSTM,2.8076117038726807
decoy,AB-LSTM,3.0367236137390137
decoy,AB-LSTM,2.9146440029144287
decoy,AB-LSTM,2.75165057182312
decoy,AB-LSTM,2.830538749694824
decoy,AB-LSTM,2.7811343669891357
decoy,AB-LSTM,2.740579843521118
decoy,AB-LSTM,3.0783843994140625
decoy,AB-LSTM,2.8852152824401855
